,title,date,company,location,salary,description
170,Machine learning Engineer - Data Science,12d ago,CircuIT Recruitment Group,Melbourne,,Machine Learning Engineers required for ongoing ML expansion.
171,Data Engineer,6d ago,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,Melbourne,"Salary: $800 - $1000 per day, 6 months with a view to",Our Client is seeking a number of data engineers that are experienced with on prem (SQL) and Cloud (Azure & Databricks).
172,Data Engineer,7d ago,Paxus,Brisbane,,"Design, build and deploy data pipelines with a strong focus on embedding automation and process simplifications, working on a new Azure data platform."
173,Data Engineer,7d ago,NewyTechPeople,Melbourne,Salary: $130000 - $160000 per annum,Permanent Data Engineer position with a leading national health insurance organisation that can be full time remote
174,Data Engineer,3d ago,Peoplebank Australia ACT,ACT,Salary: Attractive remuneration,We are seeking the services of a Data Engineer for our government client. Apply now for a great opportunity!
175,Data Scientist,21d ago,Robert Walters,Sydney,Salary: Attractive salary package,The role is accountable for planning and executing initiatives using advanced analytics and data science
176,Data Engineer - Azure & Machine Learning,14d ago,Randstad Technologies,Brisbane,,Azure Data Engineer opportunity to join a Data Improvements and Machine Learning program within the public sector on an initial 6 month contract.
177,Senior Machine Learning Engineer (AWS),11d ago,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,Melbourne,,Exciting opportunity to join an innovative R&D team on a long term rolling contract
178,Data Analytics and Visualisation Specialist,7d ago,CSIRO,Melbourne,"Salary: AU$102,754 to AU$111,165 + 15.4% superannuation",Be a part of an organisation making a positive contribution at the global level!
179,Data Analytics and Visualisation Specialist,7d ago,CSIRO,Melbourne,"Salary: AU$102,754 to AU$111,165 + 15.4% superannuation",Be a part of an organisation making a positive contribution at the global level!
180,Senior Data Scientist,17d ago,Parity Consulting,Sydney,Salary: 0,Senior Data Scientist
181,Data Science Engineer - Machine Learning,17d ago,Coles,Melbourne,,Part of the Digital team Advanced Analytics are responsible for the development & support of applications across multiple platforms
182,Data Engineer,7d ago,Paxus,Sydney,,"Several Data Engineers needed ASAP for large IT Consultancy. Perm roles focused on Python, SQL, ETL and cloud platforms! Work from home options!"
183,Senior Java Software Engineer,,Rich Data Corporation,Sydney,"Salary: $100,000 - $149,999",Incredible opportunity to grow with a rapidly-expanding fintech-AI startup.
184,Senior Java Software Engineer,,Rich Data Corporation,Sydney,"Salary: $100,000 - $149,999",Incredible opportunity to grow with a rapidly-expanding fintech-AI startup.
185,Engineer (Knowledge Graph),,SEEK Limited,Brisbane,Salary: Base + Super + Profit Share,Join us and see why we've been recognized as the Best Place to Work Overall and the #1 Best Place to Work - Tech Industry!
186,Engineer (Knowledge Graph),,SEEK Limited,Brisbane,Salary: Base + Super + Profit Share,Join us and see why we've been recognized as the Best Place to Work Overall and the #1 Best Place to Work - Tech Industry!
187,Experienced Data Scientist - Contract.,20d ago,Alloc8,Sydney,,Get in touch with the Data Talent Specialists - Alloc8.
188,Data Scientist,21d ago,Robert Walters,Adelaide,Salary: Attractive Package,Develop data engineering pipelines to facilitate the successful implementation of pointData solutions both internally and in the marketplace.
189,Head of Data Science,12d ago,Roy Morgan Research,Melbourne,,This is a unique opportunity for a senior data science professional to join Roy Morgan.
190,Data Engineer,6d ago,Optus,Sydney,,"Balance multiple stakeholders across a wide range of business initiatives, balancing competing priorities to ensure timely resolution."
191,Business Analyst / Data Scientist,25d ago,Hanasoft Pty Ltd,Sydney,"Salary: $80,000 - $89,999",We are a team of digital experts with a passion for building impactful software solutions.
192,Start your new career as a Data Analyst,13d ago,The Data School Pty Ltd,Sydney,"Salary: $56,000 - $59,999",Start your career as a Data Analyst/ Data Scientist Consultant. The Data School provides paid training and industry experience in Tableau and Alteryx.
193,Data Engineer,10d ago,Public Transport Authority,Perth,"Salary: Level 5, SOA, $94,247 - $110,598 pa plus 10% super",Exciting opportunity available at the Public Transport Authority
194,Data Engineer,10d ago,Public Transport Authority,Perth,"Salary: Level 5, SOA, $94,247 - $110,598 pa plus 10% super",Exciting opportunity available at the Public Transport Authority
195,Lead  Data Engineer,4d ago,Peoplebank Australia NSW,Sydney,,Lead Data Engineer to lead a small team of engineers in a newly formed squad on a data Platform Rebuild Project
196,Senior Data Engineer,4d ago,SustainAbility Consulting,Sydney,"Salary: $140,000 - $160,000",Looking for a talented Senior Data Engineer to deliver great business outcomes and make a big impact in a growing company.
197,Azure Data Engineer,3d ago,Paxus,Sydney,Salary: $900 - $950 p.d.,"Data Engineer will be responsible for developing and maintaining the data architecture, data models and standards for various Data Integration"
198,Software Engineer/Data Scientist,16d ago,Datapod,ACT,,Datapod is looking for a senior software engineer who has qualifications and experience in data analytics solutions for international customers.
199,Data Scientist/Data Engineer/Python/Azure Developer,21d ago,4th Harmonic Pty Ltd,Adelaide,,"This is your opportunity enhance Australian Defence, Infrastructure, Research, Innovation, and Cyber security capabilities through data."
200,Data Scientist,25d ago,Bupa,Melbourne,,Exciting opportunity for a Data Scientist to join our team in Melbourne!
201,Data Engineering Manager,6d ago,PRA,Melbourne,Salary: $190-210k Package + Bonus,New role for a large Financial Services organisation. Managing team of 6 Data Engineers
202,Data Scientist,21d ago,The Nielsen Company (Australia) Pty Ltd,Sydney,,Provide statistical and technical leadership and support on core projects to gain insight and enhance the component of the Total TV service.
203,Senior Data Engineer - Media - Permanent - Hybrid - London,5d ago,Opus Recruitment Solutions,London,Salary: Â£50000 - Â£70000 per annum,"Senior Data Engineer   Permanent    London   £50,000-70,000   My client are building a Group wide data layer for the UK servicing Reporting,"
204,Senior Data Engineer - Machine Learning,12d ago,Servian Pty Ltd,Sydney,,Join our growing team and help our clients understand and leverage their data to make strategic business decisions.
205,Data Engineer,6d ago,Hays Technology,Sydney,,Data Engineer l Initial 6 months contract l $800 plus super daily
206,Graduate Statistical Consultant – Statistics / Data Science,18d ago,Data Analysis Australia Pty Ltd,Perth,,Data Analysis Australia is seeking a Graduate Statistical Consultant to join its Data Science and Statistical consulting team.
207,Data Engineer,13d ago,Australian Finance Group,Perth,,Opportunity for a data enthusiast to play a lead role in customer experience and operational improvements in an industry leading fin services company
208,Intermediate Software Engineer (Search & Personalisation),,SEEK Limited,Melbourne,Salary: Base + Super + Profit Share,Join us and see why we've been recognized as the Best Place to Work Overall and the #1 Best Place to Work - Tech Industry!
209,Analytics Engineer,,The Onset,Sydney,Salary: $120k-130k + Super,Build analytics capabilities in a start up environment for a distinguished retailer.
210,Analytics Engineer,,The Onset,Sydney,Salary: $120k-130k + Super,Build analytics capabilities in a start up environment for a distinguished retailer.
211,Data Scientist - NLP / Python,25d ago,Hudson - Projects & Transformation,Melbourne,Salary: $450 - $500 p.d.,"Focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems. NLP / Python is key."
212,Hybrid Data Engineer/Data Scientist - Senior role,16d ago,The Recruitment Company,Sydney,Salary: Excellent Salary Package & Career Growth,Hybrid Data Engineer/Data Scientist to join stable financial start up that is rapidly growing and drive the creation of solutions in Data Science
213,Senior Data Engineer,4d ago,RACV,Melbourne,,Seeking an experienced and flexible Senior Data Engineer to implement a robust ELT/ETL program to minimize interruptions & secure RACV business data.
214,Data Engineer - Python SQL - All Levels,10d ago,Bluefin Resources Pty Limited,Sydney,Salary: $100k - $200k p.a. + Plus Bonus,Leading International consultant is seeking multiple Data Engineers as part of a team build.
215,Senior Data Engineer - Data Platform,24m ago,SEEK Limited,Melbourne,,"The Senior Data Engineer is a vital part of the Data Platform Team, who help all product delivery and operations teams across SEEK."
216,Graduate - Data Analytics,11d ago,Allianz Australia Insurance Ltd,Sydney,,As part of our 2022 Data Analytics graduate program you have a unique opportunity to be part of the changing role that Data is playing in the Insur...
217,Data and Insights Engineer,3d ago,Judo Bank,Melbourne,,WANTED: A logical mind!
218,Senior Data Scientist - part time,18d ago,GMT People,ACT,Salary: 3 days per week,"Aus/Baseline+ Remote. Senior Data Scientist - design dashboards. Tableau, Power BI or similar. Agile. Mentor staff. 3 days/week - 5m"
219,"Data Engineer - $120,000 - $140,000 + Super",7d ago,TalentWeb Consulting,Sydney,,"The Data Engineer role is critical to our client's growth agenda. Must have a degree in IT, Computer Science or Software Engineering."
220,Data & AI - Consultant / Senior Consultant - Strategy,4d ago,Deloitte,Brisbane,,Excellent Consultant/Senior Consultant role.
221,Data Engineer - Part time,6d ago,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,Melbourne,Salary: Competitive,Brilliant part time opportunity for a Data Engineer to work on a major project within an iconic Australian organisation
222,Big Data DevOps Technical Lead,6d ago,Macquarie Group Limited,Sydney,,As a Senior data engineer you will be part of a team delivering the next generation of data analytics solutions within our Corporate Operations Group.
223,Data Engineer (Azure Databricks) - Mostly remote - $130k + Super,3d ago,Allura Partners,Sydney,,"This is an exciting role with a fast growing healthcare company for an experience data engineer with strong python scripting, SQL & Azure experience"
224,Data Science Chapter Lead,16d ago,Talent Insights Group Pty Ltd,Sydney,Salary: $185K-$200K Including Super + Bonus,Mature and growing data science team of 15-20. Your Squad will be 7 data scientists delivering on Machine Learning with massive data & impact!
